title,genres
in flanders fields and other poems,"{'history', 'biography', 'classics', 'fiction', 'war', '20th-century', 'non-fiction', 'drama', 'poetry', 'theology'}"
my discovery of england,"{'literature', 'short-stories', 'fiction', 'comedy', '20th-century', 'memoir', 'non-fiction', 'humor'}"
sunshine sketches of a little town,"{'contemporary', 'literary-fiction', 'classics', 'literature', 'short-stories', 'fiction', '20th-century', 'historical-fiction', 'comedy', 'school', 'adult', 'adult-fiction', 'read-for-school', 'historical', 'humor'}"
settlement at port jackson,"{'reference', 'history', 'biography', 'non-fiction'}"
expedition to botany bay,"{'history', 'reference', 'travel', 'fiction', 'non-fiction', 'historical'}"
frederick the great and his family,"{'historical-fiction', 'biography'}"
the story of a pioneer,"{'history', 'feminism', 'biography', 'classics', 'fiction', 'politics', 'memoir', 'american', 'historical'}"
heartbreak house,"{'romance', 'literary-fiction', 'classics', 'modern', 'literature', 'fiction', 'comedy', '20th-century', 'war', 'read-for-school', 'school', 'unfinished', 'drama', 'plays', 'college', 'humor'}"
how he lied to her husband,"{'romance', 'classics', 'action', 'literature', 'fiction', 'comedy', '20th-century', 'relationships', 'drama', 'plays'}"
the parasite,"{'horror', 'paranormal', 'fantasy', 'novels', 'fiction', 'supernatural'}"
beyond the city,"{'romance', 'literary-fiction', 'mystery', 'classics', 'novella', 'historical-romance', 'mystery-thriller', 'novels', 'fiction', 'graphic-novels', 'historical-fiction', 'drama', 'historical'}"
memoirs of napoleon,"{'romance', 'history', 'biography', 'classics', 'reference', 'fiction', 'historical-fiction', 'war', 'comedy', 'memoir', 'non-fiction'}"
the scarlet car,{'novels'}
the private life of napoleon,"{'20th-century', 'history', 'historical'}"
the essays of montaigne volume ,{'politics'}
good stories for great holidays,{'fiction'}
the war of the worlds,"{'adventure', 'horror', 'classics', 'science-fiction', 'fantasy', 'novels', 'literature', 'fiction', 'adult-fiction', '20th-century', 'war', 'dystopia', 'adult', 'speculative-fiction', 'school', 'science', 'thriller'}"
what is property,"{'romance', 'history', 'sociology', 'classics', 'philosophy', 'fiction', 'politics', '20th-century', 'essays', 'literature', 'non-fiction', 'economics'}"
the captives,"{'history', 'biography', 'sociology', 'classics', 'psychology', 'philosophy', 'fiction', 'politics', 'literature', 'essays', '20th-century', 'memoir', 'non-fiction', 'dystopia', 'poetry', 'war', 'historical'}"
on the firing line,"{'fiction', 'historical-fiction', 'historical'}"
antonina,"{'classics', 'fiction', 'novella', 'school'}"
ragged trousered philanthropists,"{'literary-fiction', 'history', 'sociology', 'classics', 'novels', 'literature', 'fiction', 'politics', 'historical-fiction', 'philosophy', '20th-century', 'economics', 'unfinished', 'historical'}"
tomorrow,"{'romance', 'contemporary', 'action', 'fiction', 'contemporary-romance', 'music', 'adult', 'drama', 'new-adult', 'dark'}"
miss billy married,"{'romance', 'classics', 'novels', 'fiction', 'historical-fiction', '20th-century', 'young-adult', 'adult', 'american', 'historical', 'new-adult'}"
john bulls other island,"{'classics', 'modern', 'literature', 'fiction', 'comedy', '20th-century', 'read-for-school', 'essays', 'school', 'drama', 'plays', 'college'}"
cousin maude,"{'romance', 'classics', 'fiction', 'historical-fiction', 'historical'}"
miss billys decision,"{'romance', 'picture-books', 'classics', 'fiction', 'historical-fiction', '20th-century', 'american', 'historical', 'new-adult'}"
chaucer,"{'classics', 'reference', 'psychology', 'literature', 'short-stories', 'fiction', 'philosophy', 'poetry', 'historical', 'humor'}"
the titan,"{'literary-fiction', 'classics', 'science-fiction', 'fantasy', 'novels', 'literature', 'fiction', 'comedy', '20th-century', 'philosophy', 'science', 'adult', 'speculative-fiction', 'adult-fiction', 'dystopia', 'american', 'humor'}"
poor miss finch,"{'romance', 'mystery', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'historical'}"
jezebel,"{'romance', 'contemporary', 'literary-fiction', 'feminism', 'roman', 'mystery', 'classics', 'suspense', 'modern', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'contemporary-romance', 'non-fiction'}"
the guilty river,"{'romance', 'mystery', 'classics', 'historical-romance', 'mystery-thriller', 'fiction', 'historical-fiction', '20th-century'}"
the garden of allah,"{'history', 'biography', 'reference', 'fiction', 'non-fiction'}"
the devils disciple,"{'history', 'classics', 'modern', 'literature', 'fiction', 'historical-fiction', '20th-century', 'comedy', 'war', 'drama', 'plays', 'humor'}"
the mad king,"{'romance', 'adventure', 'picture-books', 'writing', 'mystery', 'classics', 'action', 'science-fiction', 'fantasy', 'literature', 'fiction', 'historical-fiction', '20th-century', 'thriller', 'politics', 'speculative-fiction', 'historical'}"
who cares,"{'fiction', 'childrens', 'picture-books', 'non-fiction'}"
the belgian twins,"{'education', 'classics', 'family', 'fiction', 'historical-fiction', 'war', 'childrens', '20th-century', 'historical'}"
the dwelling place of light,"{'classics', 'fiction'}"
the guns of bull run,"{'literary-fiction', 'history', 'classics', 'novels', 'fiction', 'historical-fiction', 'war', 'young-adult', 'non-fiction', 'american', 'historical'}"
the prospector,"{'romance', 'literary-fiction', 'contemporary', 'roman', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'war', 'coming-of-age'}"
the rosary,"{'romance', 'christian', 'classics', 'historical-romance', 'novels', 'fiction', 'historical-fiction', 'realistic-fiction', 'historical'}"
bab a subdeb,"{'romance', 'mystery', 'classics', 'fiction', 'historical-fiction', 'comedy', '20th-century', 'young-adult', 'non-fiction', 'historical', 'humor'}"
yvette,"{'romance', 'roman', 'erotica', 'classics', 'novella', 'novels', 'literature', 'fiction', 'short-stories', '20th-century', 'adult', 'coming-of-age'}"
the country of the pointed firs,"{'literary-fiction', 'classics', 'novella', 'travel', 'novels', 'literature', 'fiction', 'short-stories', '20th-century', 'historical-fiction', 'school', 'read-for-school', 'american', 'historical', 'college'}"
christie johnstone,{'classics'}
die versuchung des pescara,"{'literary-fiction', 'classics', 'fiction', 'historical-fiction', '20th-century'}"
the firefly of france,{'war'}
on our selection,"{'classics', 'modern', 'fiction', 'historical-fiction', 'plays', 'humor'}"
jonah,"{'crime', 'horror', 'writing', 'mystery', 'suspense', 'fantasy', 'novels', 'fiction', 'thriller', 'speculative-fiction', 'supernatural'}"
getting gold,"{'contemporary', 'crime', 'mystery', 'suspense', 'mystery-thriller', 'novels', 'fiction', 'thriller', 'adult', 'american', 'humor'}"
acres of diamonds,"{'education', 'christian', 'economics', 'biography', 'classics', 'self-help', 'psychology', 'philosophy', 'fiction', 'non-fiction', 'spirituality', 'business'}"
egypt la mort de philae,"{'romance', 'classics', 'travel', '20th-century', 'non-fiction', 'unfinished'}"
the ruby of kishmoor,"{'adventure', 'crime', 'classics', 'fantasy', 'paranormal', 'fiction', 'short-stories', 'historical-fiction', 'childrens', 'american'}"
the chronicles of clovis,"{'literary-fiction', 'horror', 'classics', 'sports', 'literature', 'short-stories', 'fiction', '20th-century', 'historical-fiction', 'comedy', 'realistic-fiction', 'theology', 'historical', 'humor'}"
the outlaw of torn,"{'romance', 'adventure', 'history', 'picture-books', 'writing', 'classics', 'non-fiction', 'action', 'science-fiction', 'fantasy', 'novels', 'fiction', 'historical-fiction', 'adult', 'speculative-fiction', 'historical'}"
floor games,"{'classics', 'psychology', 'sports', 'literature', 'fiction', '20th-century', 'childrens', 'young-adult', 'essays', 'non-fiction'}"
little wars,"{'history', 'classics', 'amazon', 'fiction', 'literature', '20th-century', 'childrens', 'non-fiction', 'historical', 'humor'}"
the house of life,"{'romance', 'classics', 'death', 'literature', 'poetry', 'art'}"
every man in his humour,"{'history', 'classics', 'literature', 'fiction', 'unfinished', '20th-century', 'read-for-school', 'historical-fiction', 'school', 'drama', 'plays', 'humor'}"
every man out of his humour,"{'classics', 'literature', '20th-century', 'school', 'drama', 'plays'}"
the task and other poems,"{'christian', 'classics', 'literature', '20th-century', 'poetry'}"
foul play,"{'romance', 'contemporary', 'mystery', 'suspense', 'modern', 'chick-lit', 'fiction', 'love', 'comedy', 'adult-fiction', 'contemporary-romance', 'adult', 'american', 'humor'}"
happy hawkins,{'classics'}
the valiant runaways,"{'classics', 'adventure', 'historical-fiction', 'young-adult'}"
love eternal,"{'romance', 'history', 'biography', 'classics', 'high-school', 'fiction', 'historical-fiction', 'graphic-novels', 'politics', 'war', '20th-century', 'non-fiction', 'adult-fiction', 'memoir', 'historical'}"
the parenticide club,"{'horror', 'crime', 'classics', 'family', 'literature', 'short-stories', 'fiction', 'comedy', 'theology', 'american', 'dark', 'humor'}"
a daughter of the land,"{'classics', 'historical-romance', 'novels', 'literature', 'fiction', 'historical-fiction', 'young-adult', 'coming-of-age', 'american', 'historical'}"
maurice guest,"{'contemporary', 'literary-fiction', 'roman', 'classics', 'novels', 'fiction', 'historical-fiction', '20th-century', 'love', 'music'}"
the getting of wisdom,"{'contemporary', 'literary-fiction', 'feminism', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'short-stories', 'young-adult', 'school', 'childrens', 'philosophy', 'coming-of-age', 'historical'}"
bel ami,"{'romance', 'literary-fiction', 'drama', 'roman', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'school', 'adult', 'read-for-school', 'historical'}"
tom swift in the caves of ice,"{'adventure', 'education', 'classics', 'science-fiction', 'fiction', 'childrens', 'young-adult'}"
a far country complete,"{'literary-fiction', 'history', 'biography', 'classics', 'religion', 'fiction', 'politics', 'historical-fiction'}"
the trial,"{'literary-fiction', 'horror', 'drama', 'roman', 'mystery', 'classics', 'modern', 'novels', 'philosophy', 'fiction', 'literature', '20th-century', 'dystopia', 'school', 'adult', 'unfinished'}"
an occurrence at owl creek,"{'literary-fiction', 'adventure', 'history', 'suspense', 'sports', 'historical-fiction', 'historical', 'college', 'horror', 'mystery', 'high-school', 'fantasy', 'novels', 'literature', 'fiction', '20th-century', 'school', 'adult', 'read-for-school', 'american', 'classics', 'short-stories', 'adult-fiction', 'war', 'young-adult', 'dark', 'death', 'drama', 'supernatural'}"
the wonders of instinct,"{'animals', 'science'}"
indiscretions of archie,"{'romance', 'classics', 'modern', 'novels', 'literature', 'fiction', 'comedy', 'historical-fiction', '20th-century', 'short-stories', 'unfinished', 'humor'}"
the white bees,"{'drama', 'poetry', 'fantasy', 'fiction'}"
a journal of the plague year,"{'literary-fiction', 'horror', 'history', 'biography', 'classics', 'death', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'science', 'memoir', 'school', 'non-fiction', 'read-for-school', 'unfinished', 'historical'}"
a second book of operas,{'music'}
cynthias revels,"{'drama', 'plays'}"
the eskimo twins,"{'biography', 'fiction', '20th-century', 'childrens', 'young-adult', 'non-fiction'}"
the jewel of seven stars,"{'romance', 'adventure', 'literary-fiction', 'suspense', 'historical-fiction', 'speculative-fiction', 'historical', 'horror', 'mystery', 'fantasy', 'novels', 'literature', 'fiction', 'mystery-thriller', '20th-century', 'adult', 'classics', 'paranormal', 'science-fiction', 'thriller', 'supernatural'}"
recollections of geoffrey hamlyn,"{'unfinished', 'fiction', 'literature'}"
major barbara,"{'literary-fiction', 'christian', 'classics', 'religion', 'literature', 'fiction', 'historical-fiction', '20th-century', 'philosophy', 'comedy', 'school', 'read-for-school', 'drama', 'politics', 'war', 'plays', 'humor'}"
the reign of law,"{'fiction', '20th-century'}"
l annaeus seneca on benefits,"{'history', 'classics', 'self-help', 'philosophy', 'fiction', 'comedy', 'relationships', 'politics', 'essays', 'music', 'non-fiction', 'unfinished', 'literature', 'spirituality'}"
under the lilacs,"{'romance', 'literary-fiction', 'middle-grade', 'writing', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'young-adult', 'school', 'coming-of-age', 'american', 'historical'}"
rilla of ingleside,"{'classics', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'young-adult', 'american'}"
reminiscences of captain gronow,"{'fiction', 'history', 'biography'}"
the ethics,"{'history', 'classics', 'reference', 'philosophy', 'fiction', 'politics', '20th-century', 'science', 'non-fiction', 'economics', 'business'}"
file no ,"{'short-stories', 'fiction', 'manga'}"
pierre and jean,"{'romance', 'literary-fiction', 'roman', 'classics', 'family', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'school', 'adult', 'read-for-school'}"
the vultures,"{'contemporary', 'literary-fiction', 'crime', 'biography', 'classics', 'novella', 'novels', 'literature', 'fiction', 'poetry'}"
rubur the conqueror,"{'adventure', 'roman', 'mystery', 'classics', 'science-fiction', 'fantasy', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'science', 'speculative-fiction'}"
the master of the world,"{'adventure', 'mystery', 'classics', 'science-fiction', 'graphic-novels', 'fiction'}"
maneaters of tsavo,"{'adventure', 'history', 'biography', 'classics', 'animals', 'travel', 'novels', 'fiction', 'thriller', 'non-fiction', 'historical'}"
the star of gettysburg,"{'adventure', 'history', 'classics', 'novels', 'fiction', 'historical-fiction', 'war', '20th-century', 'young-adult', 'non-fiction', 'american', 'historical'}"
the lady of blossholme,"{'romance', 'adventure', 'classics', 'fantasy', 'novels', 'fiction', 'historical-fiction', 'non-fiction', 'unfinished', 'american'}"
the witch of prague,"{'romance', 'horror', 'classics', 'fantasy', 'paranormal', 'fiction', 'short-stories', 'historical-fiction', '20th-century', 'unfinished', 'vampires', 'speculative-fiction', 'magic', 'american', 'supernatural'}"
to let,"{'christmas', 'mystery', 'classics', 'novella', 'literature', 'fiction', 'short-stories', '20th-century', 'historical-fiction', 'poetry', 'historical'}"
by reef and palm,"{'romance', 'adventure', 'classics', 'action', 'fiction', '20th-century', 'adult', 'non-fiction', 'magic', 'theology', 'humor'}"
